Year,Direction of flight,Overseas port,Value,Value Unit,Value Label,Null Reason
2018,Departures,Brisbane,5051,number,Number of flights,
2018,Departures,Bandar Seri Begawan,0,number,Number of flights,
2018,Departures,Guangzhou,810,number,Number of flights,
2018,Departures,Cairns,128,number,Number of flights,
2018,Departures,Denpasar,288,number,Number of flights,
2018,Departures,Dubai,895,number,Number of flights,
2018,Departures,Buenos Aires,198,number,Number of flights,
2018,Departures,Hong Kong,1282,number,Number of flights,
2018,Departures,Honolulu,530,number,Number of flights,
2018,Departures,Osaka,65,number,Number of flights,
2018,Departures,Kuala Lumpur,734,number,Number of flights,
2018,Departures,Los Angeles,1074,number,Number of flights,
2018,Departures,London,364,number,Number of flights,
2018,Departures,Melbourne,6398,number,Number of flights,
2018,Departures,Nadi,1498,number,Number of flights,
2018,Departures,Nagoya,0,number,Number of flights,
2018,Departures,Noumea,307,number,Number of flights,
2018,Departures,Tokyo,477,number,Number of flights,
2018,Departures,Coolangatta,1994,number,Number of flights,
2018,Departures,Perth,458,number,Number of flights,
2018,Departures,Papeete,303,number,Number of flights,
2018,Departures,Rarotonga,856,number,Number of flights,
2018,Departures,Santiago,367,number,Number of flights,
2018,Departures,Seoul,294,number,Number of flights,
2018,Departures,San Francisco,502,number,Number of flights,
2018,Departures,Shanghai,723,number,Number of flights,
2018,Departures,Singapore,1259,number,Number of flights,
2018,Departures,Sydney,9103,number,Number of flights,
2018,Departures,Tonga,440,number,Number of flights,
2018,Departures,Taipei,368,number,Number of flights,
2018,Departures,Port Vila,174,number,Number of flights,
2018,Departures,Vancouver,278,number,Number of flights,
2018,Departures,Total all overseas ports,38811,number,Number of flights,
2018,Total,Adelaide,458,number,Number of flights,
2018,Total,Apia,1660,number,Number of flights,
2018,Total,Beijing,547,number,Number of flights,
2018,Total,Bangkok,734,number,Number of flights,
2018,Total,Brisbane,10088,number,Number of flights,
2018,Total,Bandar Seri Begawan,1,number,Number of flights,
2018,Total,Guangzhou,1624,number,Number of flights,
2018,Total,Cairns,261,number,Number of flights,
2018,Total,Denpasar,577,number,Number of flights,
2018,Total,Dubai,1791,number,Number of flights,
2018,Total,Buenos Aires,397,number,Number of flights,
2018,Total,Hong Kong,2571,number,Number of flights,
2018,Total,Honolulu,1073,number,Number of flights,
2018,Total,Osaka,131,number,Number of flights,
2018,Total,Kuala Lumpur,1467,number,Number of flights,
2018,Total,Los Angeles,2148,number,Number of flights,
2018,Total,London,728,number,Number of flights,
2018,Total,Melbourne,12803,number,Number of flights,
2018,Total,Nadi,3004,number,Number of flights,
2018,Total,Nagoya,0,number,Number of flights,
2018,Total,Noumea,619,number,Number of flights,
2018,Total,Tokyo,953,number,Number of flights,
2018,Total,Coolangatta,3988,number,Number of flights,
2018,Total,Perth,911,number,Number of flights,
2018,Total,Papeete,605,number,Number of flights,
2018,Total,Rarotonga,1716,number,Number of flights,
2018,Total,Santiago,735,number,Number of flights,
2018,Total,Seoul,587,number,Number of flights,
2018,Total,San Francisco,1004,number,Number of flights,
2018,Total,Shanghai,1444,number,Number of flights,
2018,Total,Singapore,2525,number,Number of flights,
2018,Total,Sydney,18233,number,Number of flights,
2018,Total,Tonga,891,number,Number of flights,
2018,Total,Taipei,738,number,Number of flights,
2018,Total,Port Vila,355,number,Number of flights,
2018,Total,Vancouver,555,number,Number of flights,
2018,Total,Total all overseas ports,77737,number,Number of flights,
2019,Arrivals,Adelaide,204,number,Number of flights,
2019,Arrivals,Apia,763,number,Number of flights,
2019,Arrivals,Beijing,271,number,Number of flights,
2019,Arrivals,Bangkok,366,number,Number of flights,
2019,Arrivals,Brisbane,5114,number,Number of flights,
2019,Arrivals,Bandar Seri Begawan,0,number,Number of flights,
2019,Arrivals,Guangzhou,741,number,Number of flights,
2019,Arrivals,Cairns,109,number,Number of flights,
2019,Arrivals,Denpasar,376,number,Number of flights,
2019,Arrivals,Dubai,724,number,Number of flights,
2019,Arrivals,Buenos Aires,195,number,Number of flights,
2019,Arrivals,Hong Kong,983,number,Number of flights,
2019,Arrivals,Honolulu,463,number,Number of flights,
2019,Arrivals,Osaka,68,number,Number of flights,
2019,Arrivals,Kuala Lumpur,412,number,Number of flights,
2019,Arrivals,Los Angeles,1038,number,Number of flights,
2019,Arrivals,London,364,number,Number of flights,
2019,Arrivals,Melbourne,6692,number,Number of flights,
2019,Arrivals,Nadi,1499,number,Number of flights,
2019,Arrivals,Nagoya,0,number,Number of flights,
2019,Arrivals,Noumea,306,number,Number of flights,
2019,Arrivals,Tokyo,444,number,Number of flights,
2019,Arrivals,Coolangatta,1723,number,Number of flights,
2019,Arrivals,Perth,446,number,Number of flights,
2019,Arrivals,Papeete,297,number,Number of flights,
2019,Arrivals,Rarotonga,861,number,Number of flights,
2019,Arrivals,Santiago,340,number,Number of flights,
2019,Arrivals,Seoul,327,number,Number of flights,
2019,Arrivals,San Francisco,534,number,Number of flights,
2019,Arrivals,Shanghai,730,number,Number of flights,
2019,Arrivals,Singapore,1441,number,Number of flights,
2019,Arrivals,Sydney,9629,number,Number of flights,
2019,Arrivals,Tonga,467,number,Number of flights,
2019,Arrivals,Taipei,507,number,Number of flights,
2019,Arrivals,Port Vila,261,number,Number of flights,
2019,Arrivals,Vancouver,281,number,Number of flights,
2019,Arrivals,Total all overseas ports,39365,number,Number of flights,
2019,Departures,Adelaide,205,number,Number of flights,
2019,Departures,Apia,757,number,Number of flights,
2019,Departures,Beijing,270,number,Number of flights,
2019,Departures,Bangkok,366,number,Number of flights,
2019,Departures,Brisbane,5135,number,Number of flights,
2019,Departures,Bandar Seri Begawan,1,number,Number of flights,
2019,Departures,Guangzhou,739,number,Number of flights,
2019,Departures,Cairns,108,number,Number of flights,
2019,Departures,Denpasar,377,number,Number of flights,
2019,Departures,Dubai,723,number,Number of flights,
2019,Departures,Buenos Aires,194,number,Number of flights,
2019,Departures,Hong Kong,977,number,Number of flights,
2019,Departures,Honolulu,457,number,Number of flights,
2019,Departures,Osaka,69,number,Number of flights,
2019,Departures,Kuala Lumpur,412,number,Number of flights,
2019,Departures,Los Angeles,1018,number,Number of flights,
2019,Departures,London,363,number,Number of flights,
2019,Departures,Melbourne,6694,number,Number of flights,
2019,Departures,Nadi,1495,number,Number of flights,
2019,Departures,Nagoya,0,number,Number of flights,
2019,Departures,Noumea,306,number,Number of flights,
2019,Departures,Tokyo,441,number,Number of flights,
2019,Departures,Coolangatta,1720,number,Number of flights,
2019,Departures,Perth,446,number,Number of flights,
2019,Departures,Papeete,297,number,Number of flights,
2019,Departures,Rarotonga,855,number,Number of flights,
2019,Departures,Santiago,337,number,Number of flights,
2019,Departures,Seoul,326,number,Number of flights,
2019,Departures,San Francisco,534,number,Number of flights,
2019,Departures,Shanghai,731,number,Number of flights,
2019,Departures,Singapore,1450,number,Number of flights,
2019,Departures,Sydney,9593,number,Number of flights,
2019,Departures,Tonga,443,number,Number of flights,
2019,Departures,Taipei,508,number,Number of flights,
2019,Departures,Port Vila,256,number,Number of flights,
2019,Departures,Vancouver,280,number,Number of flights,
2019,Departures,Total all overseas ports,39270,number,Number of flights,
2019,Total,Adelaide,409,number,Number of flights,
2019,Total,Apia,1520,number,Number of flights,
2019,Total,Beijing,541,number,Number of flights,
2019,Total,Bangkok,732,number,Number of flights,
2019,Total,Brisbane,10249,number,Number of flights,
2019,Total,Bandar Seri Begawan,1,number,Number of flights,
2019,Total,Guangzhou,1480,number,Number of flights,
2019,Total,Cairns,217,number,Number of flights,
2019,Total,Denpasar,753,number,Number of flights,
2019,Total,Dubai,1447,number,Number of flights,
2019,Total,Buenos Aires,389,number,Number of flights,
2019,Total,Hong Kong,1960,number,Number of flights,
2019,Total,Honolulu,920,number,Number of flights,
2019,Total,Osaka,137,number,Number of flights,
2019,Total,Kuala Lumpur,824,number,Number of flights,
2019,Total,Los Angeles,2056,number,Number of flights,
2019,Total,London,727,number,Number of flights,
2019,Total,Melbourne,13386,number,Number of flights,
2019,Total,Nadi,2994,number,Number of flights,
2019,Total,Nagoya,0,number,Number of flights,
2019,Total,Noumea,612,number,Number of flights,
2019,Total,Tokyo,885,number,Number of flights,
2019,Total,Coolangatta,3443,number,Number of flights,
2019,Total,Perth,892,number,Number of flights,
2019,Total,Papeete,594,number,Number of flights,
2019,Total,Rarotonga,1716,number,Number of flights,
2019,Total,Santiago,677,number,Number of flights,
2019,Total,Seoul,653,number,Number of flights,
2019,Total,San Francisco,1068,number,Number of flights,
2019,Total,Shanghai,1461,number,Number of flights,
2019,Total,Singapore,2891,number,Number of flights,
2019,Total,Sydney,19222,number,Number of flights,
2019,Total,Tonga,910,number,Number of flights,
2019,Total,Taipei,1015,number,Number of flights,
2019,Total,Port Vila,517,number,Number of flights,
2019,Total,Vancouver,561,number,Number of flights,
2019,Total,Total all overseas ports,78635,number,Number of flights,
2020,Arrivals,Adelaide,56,number,Number of flights,
2020,Arrivals,Apia,198,number,Number of flights,
2020,Arrivals,Beijing,54,number,Number of flights,
2020,Arrivals,Bangkok,110,number,Number of flights,
2020,Arrivals,Brisbane,1373,number,Number of flights,
2020,Arrivals,Bandar Seri Begawan,0,number,Number of flights,
2020,Arrivals,Guangzhou,188,number,Number of flights,
2020,Arrivals,Cairns,8,number,Number of flights,
2020,Arrivals,Denpasar,86,number,Number of flights,
2020,Arrivals,Dubai,173,number,Number of flights,
2020,Arrivals,Buenos Aires,53,number,Number of flights,
2020,Arrivals,Hong Kong,360,number,Number of flights,
2020,Arrivals,Honolulu,110,number,Number of flights,
2020,Arrivals,Osaka,35,number,Number of flights,
2020,Arrivals,Kuala Lumpur,184,number,Number of flights,
2020,Arrivals,Los Angeles,481,number,Number of flights,
2020,Arrivals,London,106,number,Number of flights,
2020,Arrivals,Melbourne,1886,number,Number of flights,
2020,Arrivals,Nadi,304,number,Number of flights,
2020,Arrivals,Nagoya,2,number,Number of flights,
2020,Arrivals,Noumea,72,number,Number of flights,
2020,Arrivals,Tokyo,148,number,Number of flights,
2020,Arrivals,Coolangatta,383,number,Number of flights,
2020,Arrivals,Perth,113,number,Number of flights,
2020,Arrivals,Papeete,80,number,Number of flights,
2020,Arrivals,Rarotonga,199,number,Number of flights,
2020,Arrivals,Santiago,55,number,Number of flights,
2020,Arrivals,Seoul,148,number,Number of flights,
2020,Arrivals,San Francisco,194,number,Number of flights,
2020,Arrivals,Shanghai,198,number,Number of flights,
2020,Arrivals,Singapore,564,number,Number of flights,
2020,Arrivals,Sydney,2571,number,Number of flights,
2020,Arrivals,Tonga,142,number,Number of flights,
2020,Arrivals,Taipei,134,number,Number of flights,
2020,Arrivals,Port Vila,71,number,Number of flights,
2020,Arrivals,Vancouver,138,number,Number of flights,
2020,Arrivals,Total all overseas ports,11118,number,Number of flights,
2020,Departures,Adelaide,58,number,Number of flights,
2020,Departures,Apia,176,number,Number of flights,
2020,Departures,Beijing,52,number,Number of flights,
2020,Departures,Bangkok,103,number,Number of flights,
2020,Departures,Brisbane,1429,number,Number of flights,
2020,Departures,Bandar Seri Begawan,1,number,Number of flights,
2020,Departures,Guangzhou,192,number,Number of flights,
2020,Departures,Cairns,10,number,Number of flights,
2020,Departures,Denpasar,84,number,Number of flights,
2020,Departures,Dubai,168,number,Number of flights,
2020,Departures,Buenos Aires,51,number,Number of flights,
2020,Departures,Hong Kong,358,number,Number of flights,
2020,Departures,Honolulu,102,number,Number of flights,
2020,Departures,Osaka,35,number,Number of flights,
2020,Departures,Kuala Lumpur,183,number,Number of flights,
2020,Departures,Los Angeles,466,number,Number of flights,
2020,Departures,London,107,number,Number of flights,
2020,Departures,Melbourne,1750,number,Number of flights,
2020,Departures,Nadi,289,number,Number of flights,
2020,Departures,Nagoya,0,number,Number of flights,
2020,Departures,Noumea,77,number,Number of flights,
2020,Departures,Tokyo,152,number,Number of flights,
2020,Departures,Coolangatta,383,number,Number of flights,
2020,Departures,Perth,117,number,Number of flights,
2020,Departures,Papeete,81,number,Number of flights,
2020,Departures,Rarotonga,186,number,Number of flights,
2020,Departures,Santiago,60,number,Number of flights,
2020,Departures,Seoul,162,number,Number of flights,
2020,Departures,San Francisco,190,number,Number of flights,
2020,Departures,Shanghai,204,number,Number of flights,
2020,Departures,Singapore,563,number,Number of flights,
2020,Departures,Sydney,2561,number,Number of flights,
2020,Departures,Tonga,99,number,Number of flights,
2020,Departures,Taipei,132,number,Number of flights,
2020,Departures,Port Vila,78,number,Number of flights,
2020,Departures,Vancouver,146,number,Number of flights,
2020,Departures,Total all overseas ports,10925,number,Number of flights,
2020,Total,Adelaide,114,number,Number of flights,
2020,Total,Apia,374,number,Number of flights,
2020,Total,Beijing,106,number,Number of flights,
2020,Total,Bangkok,213,number,Number of flights,
2020,Total,Brisbane,2802,number,Number of flights,
2020,Total,Bandar Seri Begawan,1,number,Number of flights,
2020,Total,Guangzhou,380,number,Number of flights,
2020,Total,Cairns,18,number,Number of flights,
2020,Total,Denpasar,170,number,Number of flights,
2020,Total,Dubai,341,number,Number of flights,
2020,Total,Buenos Aires,104,number,Number of flights,
2020,Total,Hong Kong,718,number,Number of flights,
2020,Total,Honolulu,212,number,Number of flights,
2020,Total,Osaka,70,number,Number of flights,
2020,Total,Kuala Lumpur,367,number,Number of flights,
2020,Total,Los Angeles,947,number,Number of flights,
2020,Total,London,213,number,Number of flights,
2020,Total,Melbourne,3636,number,Number of flights,
2020,Total,Nadi,593,number,Number of flights,
2020,Total,Nagoya,2,number,Number of flights,
2020,Total,Noumea,149,number,Number of flights,
2020,Total,Tokyo,300,number,Number of flights,
2020,Total,Coolangatta,766,number,Number of flights,
2020,Total,Perth,230,number,Number of flights,
2020,Total,Papeete,161,number,Number of flights,
2020,Total,Rarotonga,385,number,Number of flights,
2020,Total,Santiago,115,number,Number of flights,
2020,Total,Seoul,310,number,Number of flights,
2020,Total,San Francisco,384,number,Number of flights,
2020,Total,Shanghai,402,number,Number of flights,
2020,Total,Singapore,1127,number,Number of flights,
2020,Total,Sydney,5132,number,Number of flights,
2020,Total,Tonga,241,number,Number of flights,
2020,Total,Taipei,266,number,Number of flights,
2020,Total,Port Vila,149,number,Number of flights,
2020,Total,Vancouver,284,number,Number of flights,
2020,Total,Total all overseas ports,22043,number,Number of flights,
2021,Arrivals,Adelaide,35,number,Number of flights,
2021,Arrivals,Apia,60,number,Number of flights,
2021,Arrivals,Beijing,0,number,Number of flights,
2021,Arrivals,Bangkok,0,number,Number of flights,
2021,Arrivals,Brisbane,805,number,Number of flights,
2021,Arrivals,Bandar Seri Begawan,0,number,Number of flights,
2021,Arrivals,Guangzhou,105,number,Number of flights,
2021,Arrivals,Cairns,11,number,Number of flights,
2021,Arrivals,Denpasar,0,number,Number of flights,
2021,Arrivals,Dubai,61,number,Number of flights,
2021,Arrivals,Buenos Aires,0,number,Number of flights,
2021,Arrivals,Hong Kong,114,number,Number of flights,
2021,Arrivals,Honolulu,8,number,Number of flights,
2021,Arrivals,Osaka,0,number,Number of flights,
2021,Arrivals,Kuala Lumpur,302,number,Number of flights,
2021,Arrivals,Los Angeles,192,number,Number of flights,
2021,Arrivals,London,0,number,Number of flights,
2021,Arrivals,Melbourne,594,number,Number of flights,
2021,Arrivals,Nadi,107,number,Number of flights,
2021,Arrivals,Nagoya,0,number,Number of flights,
2021,Arrivals,Noumea,3,number,Number of flights,
2021,Arrivals,Tokyo,58,number,Number of flights,
2021,Arrivals,Coolangatta,224,number,Number of flights,
2021,Arrivals,Perth,85,number,Number of flights,
2021,Arrivals,Papeete,4,number,Number of flights,
2021,Arrivals,Rarotonga,179,number,Number of flights,
2021,Arrivals,Santiago,0,number,Number of flights,
2021,Arrivals,Seoul,50,number,Number of flights,
2021,Arrivals,San Francisco,3,number,Number of flights,
2021,Arrivals,Shanghai,134,number,Number of flights,
2021,Arrivals,Singapore,638,number,Number of flights,
2021,Arrivals,Sydney,824,number,Number of flights,
2021,Arrivals,Tonga,64,number,Number of flights,
2021,Arrivals,Taipei,17,number,Number of flights,
2021,Arrivals,Port Vila,46,number,Number of flights,
2021,Arrivals,Vancouver,0,number,Number of flights,
2021,Arrivals,Total all overseas ports,4758,number,Number of flights,
2021,Departures,Adelaide,37,number,Number of flights,
2021,Departures,Apia,26,number,Number of flights,
2021,Departures,Beijing,0,number,Number of flights,
2021,Departures,Bangkok,0,number,Number of flights,
2021,Departures,Brisbane,900,number,Number of flights,
2021,Departures,Bandar Seri Begawan,0,number,Number of flights,
2021,Departures,Guangzhou,102,number,Number of flights,
2021,Departures,Cairns,11,number,Number of flights,
2021,Departures,Denpasar,0,number,Number of flights,
2021,Departures,Dubai,61,number,Number of flights,
2021,Departures,Buenos Aires,0,number,Number of flights,
2021,Departures,Hong Kong,109,number,Number of flights,
2021,Departures,Honolulu,7,number,Number of flights,
2021,Departures,Osaka,0,number,Number of flights,
2021,Departures,Kuala Lumpur,299,number,Number of flights,
2021,Departures,Los Angeles,163,number,Number of flights,
2021,Departures,London,0,number,Number of flights,
2021,Departures,Melbourne,701,number,Number of flights,
2021,Departures,Nadi,78,number,Number of flights,
2021,Departures,Nagoya,0,number,Number of flights,
2021,Departures,Noumea,0,number,Number of flights,
2021,Departures,Tokyo,53,number,Number of flights,
2021,Departures,Coolangatta,227,number,Number of flights,
2021,Departures,Perth,107,number,Number of flights,
2021,Departures,Papeete,3,number,Number of flights,
2021,Departures,Rarotonga,149,number,Number of flights,
2021,Departures,Santiago,3,number,Number of flights,
2021,Departures,Seoul,50,number,Number of flights,
2021,Departures,San Francisco,1,number,Number of flights,
2021,Departures,Shanghai,138,number,Number of flights,
2021,Departures,Singapore,638,number,Number of flights,
2021,Departures,Sydney,942,number,Number of flights,
2021,Departures,Tonga,16,number,Number of flights,
2021,Departures,Taipei,17,number,Number of flights,
2021,Departures,Port Vila,23,number,Number of flights,
2021,Departures,Vancouver,1,number,Number of flights,
2021,Departures,Total all overseas ports,4902,number,Number of flights,
2021,Total,Adelaide,72,number,Number of flights,
2021,Total,Apia,86,number,Number of flights,
2021,Total,Beijing,0,number,Number of flights,
2021,Total,Bangkok,0,number,Number of flights,
2021,Total,Brisbane,1705,number,Number of flights,
2021,Total,Bandar Seri Begawan,0,number,Number of flights,
2021,Total,Guangzhou,207,number,Number of flights,
2021,Total,Cairns,22,number,Number of flights,
2021,Total,Denpasar,0,number,Number of flights,
2021,Total,Dubai,122,number,Number of flights,
2021,Total,Buenos Aires,0,number,Number of flights,
2021,Total,Hong Kong,223,number,Number of flights,
2021,Total,Honolulu,15,number,Number of flights,
2021,Total,Osaka,0,number,Number of flights,
2021,Total,Kuala Lumpur,601,number,Number of flights,
2021,Total,Los Angeles,355,number,Number of flights,
2021,Total,London,0,number,Number of flights,
2021,Total,Melbourne,1295,number,Number of flights,
2021,Total,Nadi,185,number,Number of flights,
2021,Total,Nagoya,0,number,Number of flights,
2021,Total,Noumea,3,number,Number of flights,
2021,Total,Tokyo,111,number,Number of flights,
2021,Total,Coolangatta,451,number,Number of flights,
2021,Total,Perth,192,number,Number of flights,
2021,Total,Papeete,7,number,Number of flights,
2021,Total,Rarotonga,328,number,Number of flights,
2021,Total,Santiago,3,number,Number of flights,
2021,Total,Seoul,100,number,Number of flights,
2021,Total,San Francisco,4,number,Number of flights,
2021,Total,Shanghai,272,number,Number of flights,
2021,Total,Singapore,1276,number,Number of flights,
2021,Total,Sydney,1766,number,Number of flights,
2021,Total,Tonga,80,number,Number of flights,
2021,Total,Taipei,34,number,Number of flights,
2021,Total,Port Vila,69,number,Number of flights,
2021,Total,Vancouver,1,number,Number of flights,
2021,Total,Total all overseas ports,9660,number,Number of flights,
2022,Arrivals,Adelaide,273,number,Number of flights,
2022,Arrivals,Apia,177,number,Number of flights,
2022,Arrivals,Beijing,0,number,Number of flights,
2022,Arrivals,Bangkok,1,number,Number of flights,
2022,Arrivals,Brisbane,1795,number,Number of flights,
2022,Arrivals,Bandar Seri Begawan,0,number,Number of flights,
2022,Arrivals,Guangzhou,102,number,Number of flights,
2022,Arrivals,Cairns,56,number,Number of flights,
2022,Arrivals,Denpasar,2,number,Number of flights,
2022,Arrivals,Dubai,366,number,Number of flights,
2022,Arrivals,Buenos Aires,0,number,Number of flights,
2022,Arrivals,Hong Kong,153,number,Number of flights,
2022,Arrivals,Honolulu,193,number,Number of flights,
2022,Arrivals,Osaka,1,number,Number of flights,
2022,Arrivals,Kuala Lumpur,499,number,Number of flights,
2022,Arrivals,Los Angeles,465,number,Number of flights,
2022,Arrivals,London,0,number,Number of flights,
2022,Arrivals,Melbourne,2832,number,Number of flights,
2022,Arrivals,Nadi,1056,number,Number of flights,
2022,Arrivals,Nagoya,0,number,Number of flights,
2022,Arrivals,Noumea,130,number,Number of flights,
2022,Arrivals,Tokyo,108,number,Number of flights,
2022,Arrivals,Coolangatta,879,number,Number of flights,
2022,Arrivals,Perth,232,number,Number of flights,
2022,Arrivals,Papeete,132,number,Number of flights,
2022,Arrivals,Rarotonga,583,number,Number of flights,
2022,Arrivals,Santiago,188,number,Number of flights,
2022,Arrivals,Seoul,153,number,Number of flights,
2022,Arrivals,San Francisco,194,number,Number of flights,
2022,Arrivals,Shanghai,141,number,Number of flights,
2022,Arrivals,Singapore,973,number,Number of flights,
2022,Arrivals,Sydney,4076,number,Number of flights,
2022,Arrivals,Tonga,150,number,Number of flights,
2022,Arrivals,Taipei,106,number,Number of flights,
2022,Arrivals,Port Vila,114,number,Number of flights,
2022,Arrivals,Vancouver,171,number,Number of flights,
2022,Arrivals,Total all overseas ports,16352,number,Number of flights,
2022,Departures,Adelaide,272,number,Number of flights,
2022,Departures,Apia,164,number,Number of flights,
2022,Departures,Beijing,0,number,Number of flights,
2022,Departures,Bangkok,0,number,Number of flights,
2022,Departures,Brisbane,1794,number,Number of flights,
2022,Departures,Bandar Seri Begawan,0,number,Number of flights,
2022,Departures,Guangzhou,101,number,Number of flights,
2022,Departures,Cairns,55,number,Number of flights,
2022,Departures,Denpasar,2,number,Number of flights,
2022,Departures,Dubai,362,number,Number of flights,
2022,Departures,Buenos Aires,1,number,Number of flights,
2022,Departures,Hong Kong,144,number,Number of flights,
2022,Departures,Honolulu,190,number,Number of flights,
2022,Departures,Osaka,0,number,Number of flights,
2022,Departures,Kuala Lumpur,496,number,Number of flights,
2022,Departures,Los Angeles,461,number,Number of flights,
2022,Departures,London,0,number,Number of flights,
2022,Departures,Melbourne,2812,number,Number of flights,
2022,Departures,Nadi,1041,number,Number of flights,
2022,Departures,Nagoya,0,number,Number of flights,
2022,Departures,Noumea,131,number,Number of flights,
2022,Departures,Tokyo,109,number,Number of flights,
2022,Departures,Coolangatta,879,number,Number of flights,
2022,Departures,Perth,232,number,Number of flights,
2022,Departures,Papeete,135,number,Number of flights,
2022,Departures,Rarotonga,574,number,Number of flights,
2022,Departures,Santiago,187,number,Number of flights,
2022,Departures,Seoul,154,number,Number of flights,
2022,Departures,San Francisco,195,number,Number of flights,
2022,Departures,Shanghai,136,number,Number of flights,
2022,Departures,Singapore,974,number,Number of flights,
2022,Departures,Sydney,4077,number,Number of flights,
2022,Departures,Tonga,119,number,Number of flights,
2022,Departures,Taipei,105,number,Number of flights,
2022,Departures,Port Vila,97,number,Number of flights,
2022,Departures,Vancouver,174,number,Number of flights,
2022,Departures,Total all overseas ports,16244,number,Number of flights,
2022,Total,Adelaide,545,number,Number of flights,
2022,Total,Apia,341,number,Number of flights,
2022,Total,Beijing,0,number,Number of flights,
2022,Total,Bangkok,1,number,Number of flights,
2022,Total,Brisbane,3589,number,Number of flights,
2022,Total,Bandar Seri Begawan,0,number,Number of flights,
2022,Total,Guangzhou,203,number,Number of flights,
2022,Total,Cairns,111,number,Number of flights,
2022,Total,Denpasar,4,number,Number of flights,
2022,Total,Dubai,728,number,Number of flights,
2022,Total,Buenos Aires,1,number,Number of flights,
2022,Total,Hong Kong,297,number,Number of flights,
2022,Total,Honolulu,383,number,Number of flights,
2022,Total,Osaka,1,number,Number of flights,
2022,Total,Kuala Lumpur,995,number,Number of flights,
2022,Total,Los Angeles,926,number,Number of flights,
2022,Total,London,0,number,Number of flights,
2022,Total,Melbourne,5644,number,Number of flights,
2022,Total,Nadi,2097,number,Number of flights,
2022,Total,Nagoya,0,number,Number of flights,
2022,Total,Noumea,261,number,Number of flights,
2022,Total,Tokyo,217,number,Number of flights,
2022,Total,Coolangatta,1758,number,Number of flights,
2022,Total,Perth,464,number,Number of flights,
2022,Total,Papeete,267,number,Number of flights,
2022,Total,Rarotonga,1157,number,Number of flights,
2022,Total,Santiago,375,number,Number of flights,
2022,Total,Seoul,307,number,Number of flights,
2022,Total,San Francisco,389,number,Number of flights,
2022,Total,Shanghai,277,number,Number of flights,
2022,Total,Singapore,1947,number,Number of flights,
2022,Total,Sydney,8153,number,Number of flights,
2022,Total,Tonga,269,number,Number of flights,
2022,Total,Taipei,211,number,Number of flights,
2022,Total,Port Vila,211,number,Number of flights,
2022,Total,Vancouver,345,number,Number of flights,
2022,Total,Total all overseas ports,32596,number,Number of flights,
2023,Arrivals,Adelaide,450,number,Number of flights,
2023,Arrivals,Apia,474,number,Number of flights,
2023,Arrivals,Beijing,147,number,Number of flights,
2023,Arrivals,Bangkok,3,number,Number of flights,
2023,Arrivals,Brisbane,3876,number,Number of flights,
2023,Arrivals,Bandar Seri Begawan,0,number,Number of flights,
2023,Arrivals,Guangzhou,398,number,Number of flights,
2023,Arrivals,Cairns,81,number,Number of flights,
2023,Arrivals,Denpasar,107,number,Number of flights,
2023,Arrivals,Dubai,641,number,Number of flights,
2023,Arrivals,Buenos Aires,0,number,Number of flights,
2023,Arrivals,Hong Kong,532,number,Number of flights,
2023,Arrivals,Honolulu,371,number,Number of flights,
2023,Arrivals,Osaka,1,number,Number of flights,
2023,Arrivals,Kuala Lumpur,419,number,Number of flights,
2023,Arrivals,Los Angeles,704,number,Number of flights,
2023,Arrivals,London,0,number,Number of flights,
2023,Arrivals,Melbourne,5648,number,Number of flights,
2023,Arrivals,Nadi,1642,number,Number of flights,
2023,Arrivals,Nagoya,0,number,Number of flights,
2023,Arrivals,Noumea,259,number,Number of flights,
2023,Arrivals,Tokyo,375,number,Number of flights,
2023,Arrivals,Coolangatta,1552,number,Number of flights,
2023,Arrivals,Perth,466,number,Number of flights,
2023,Arrivals,Papeete,281,number,Number of flights,
2023,Arrivals,Rarotonga,669,number,Number of flights,
2023,Arrivals,Santiago,366,number,Number of flights,
2023,Arrivals,Seoul,427,number,Number of flights,
2023,Arrivals,San Francisco,509,number,Number of flights,
2023,Arrivals,Shanghai,619,number,Number of flights,
2023,Arrivals,Singapore,1432,number,Number of flights,
2023,Arrivals,Sydney,8408,number,Number of flights,
2023,Arrivals,Tonga,334,number,Number of flights,
2023,Arrivals,Taipei,421,number,Number of flights,
2023,Arrivals,Port Vila,154,number,Number of flights,
2023,Arrivals,Vancouver,378,number,Number of flights,
2023,Arrivals,Total all overseas ports,32971,number,Number of flights,
2023,Departures,Adelaide,450,number,Number of flights,
2023,Departures,Apia,468,number,Number of flights,
2023,Departures,Beijing,146,number,Number of flights,
2023,Departures,Bangkok,2,number,Number of flights,
2023,Departures,Brisbane,3862,number,Number of flights,
2023,Departures,Bandar Seri Begawan,0,number,Number of flights,
2023,Departures,Guangzhou,396,number,Number of flights,
2023,Departures,Cairns,82,number,Number of flights,
2023,Departures,Denpasar,109,number,Number of flights,
2023,Departures,Dubai,642,number,Number of flights,
2023,Departures,Buenos Aires,0,number,Number of flights,
2023,Departures,Hong Kong,531,number,Number of flights,
2023,Departures,Honolulu,359,number,Number of flights,
2023,Departures,Osaka,0,number,Number of flights,
2023,Departures,Kuala Lumpur,417,number,Number of flights,
2023,Departures,Los Angeles,704,number,Number of flights,
2023,Departures,London,0,number,Number of flights,
2023,Departures,Melbourne,5650,number,Number of flights,
2023,Departures,Nadi,1629,number,Number of flights,
